customer_id,first_name,last_name,email,segment,region,acquisition_date
CUST_000074,Courtney,Hill,courtney.hill@reeves.com,Standard,East,2023-01-23
CUST_000075,Luis,Fernandez,luis.fernandez@hernandez.com,Standard,North,2022-06-06
CUST_000076,Jason,Perry,jason.perry@daniels-perry.com,Standard,North,2024-01-03
CUST_000077,Robert,Stein,robert.stein@shah.org,Standard,West,2024-07-17
CUST_000078,Thomas,Bender,thomas.bender@molina-castaneda.biz,Standard,South,2022-08-14
CUST_000079,Julie,Payne,julie.payne@hurst.info,Standard,Central,2023-04-17
CUST_000080,Paul,Caldwell,paul.caldwell@ramsey-pittman.com,Standard,North,2021-02-15
CUST_000081,Amanda,Meadows,amanda.meadows@elliott.com,Standard,South,2023-08-25
CUST_000082,Steven,Williams,steven.williams@murphy-gibson.com,Standard,Central,2024-09-08
CUST_000083,Nichole,Ramirez,nichole.ramirez@king-miller.com,Standard,North,2024-03-28
CUST_000084,Amber,Cooke,amber.cooke@walker-jones.com,Standard,South,2024-03-09
CUST_000085,Anthony,Wright,anthony.wright@howell.com,Standard,South,2024-03-17
CUST_000086,Elizabeth,Elliott,elizabeth.elliott@marshall.com,Budget,West,2023-01-06
CUST_000087,Catherine,Stuart,catherine.stuart@wilson.com,Premium,East,2021-09-18
CUST_000088,Anthony,Collins,anthony.collins@odonnell.com,Standard,Central,2023-06-18
CUST_000089,Brittany,Rivas,brittany.rivas@garcia.org,Standard,East,2021-04-29
CUST_000090,David,Riggs,david.riggs@reed.com,Budget,North,2024-06-05
CUST_000091,William,Peterson,william.peterson@short-garcia.com,Standard,East,2021-04-18
CUST_000092,Patricia,Stevens,patricia.stevens@graham.net,Standard,Central,2023-09-15
CUST_000093,Joseph,Morton,joseph.morton@hampton.org,Budget,West,2023-10-08
CUST_000094,Marcus,Sanchez,marcus.sanchez@ramirez.com,Standard,East,2022-02-21
CUST_000095,Steven,Bishop,steven.bishop@rogers-snyder.com,Standard,East,2024-03-11
CUST_000096,Tony,Kelly,tony.kelly@peterson-beard.com,Standard,West,2021-10-10
CUST_000097,Alejandro,Vaughan,alejandro.vaughan@allen.info,Budget,South,2023-05-14
CUST_000098,Katherine,Vaughn,katherine.vaughn@joseph.com,Budget,East,2023-05-13
CUST_000099,Richard,Sanchez,richard.sanchez@perkins.biz,Standard,North,2021-12-11
CUST_000100,Andrea,Bell,andrea.bell@nelson-king.com,Standard,South,2024-03-04
CUST_000101,James,Wilson,james.wilson@tapia.info,Standard,West,2024-01-26
CUST_000102,Jenny,Bray,jenny.bray@carlson.com,Standard,North,2022-03-06
CUST_000103,Michael,Turner,michael.turner@ferguson.net,Standard,North,2021-12-20
CUST_000104,Heidi,Martinez,heidi.martinez@garcia-smith.com,Standard,West,2022-03-30
CUST_000105,Timothy,Peterson,timothy.peterson@king.com,Standard,East,2022-12-31
CUST_000106,Cameron,Vasquez,cameron.vasquez@soto.org,Standard,North,2024-07-01
CUST_000107,Christopher,Wright,christopher.wright@duran.com,Standard,East,2022-04-17
CUST_000108,Alexandra,Hayes,alexandra.hayes@evans-chapman.biz,Budget,North,2024-04-19
CUST_000109,Ashley,Brown,ashley.brown@garcia.com,Standard,East,2022-04-20
CUST_000110,Christopher,Allen,christopher.allen@jones.org,Budget,West,2023-10-23
CUST_000111,Kelly,Hall,kelly.hall@campbell.com,Budget,West,2022-12-31
CUST_000112,Kristin,Weber,kristin.weber@lara.com,Standard,North,2022-02-15
CUST_000113,Edward,Baker,edward.baker@jones.com,Standard,Central,2023-10-04
CUST_000114,Kaitlyn,Carroll,kaitlyn.carroll@gonzales-harrison.com,Standard,South,2023-07-14
CUST_000115,Richard,Nelson,richard.nelson@snyder.biz,Standard,East,2023-12-23
CUST_000116,Marcus,Wright,marcus.wright@perez.org,Standard,North,2024-02-16
CUST_000117,Stephanie,Key,stephanie.key@underwood.com,Standard,West,2023-07-02
CUST_000118,April,Ramos,april.ramos@white-richards.info,Standard,Central,2023-01-01
CUST_000119,Theodore,Ortiz,theodore.ortiz@santiago-hodge.com,Standard,East,2021-05-22
CUST_000120,Heather,Roberts,heather.roberts@cervantes-pierce.info,Standard,North,2022-10-02
CUST_000121,Leonard,Morris,leonard.morris@hancock-bryan.com,Standard,East,2021-05-17
CUST_000122,Molly,Murray,molly.murray@lopez.org,Standard,Central,2023-10-19
CUST_000123,Vernon,Ramos,vernon.ramos@harris.com,Standard,East,2024-03-21
CUST_000124,Samuel,Wolfe,samuel.wolfe@johnson.org,Standard,Central,2022-03-24
CUST_000125,John,Moore,john.moore@smith.com,Standard,West,2024-05-26
CUST_000126,Stacey,Holland,stacey.holland@jimenez.com,Standard,North,2022-12-18
CUST_000127,Janice,Perry,janice.perry@baird-sanchez.net,Standard,Central,2023-03-02
CUST_000128,Patrick,Weeks,patrick.weeks@francis.biz,Standard,West,2021-08-13
CUST_000129,Sarah,Romero,sarah.romero@campbell.org,Premium,North,2022-06-12
CUST_000130,Yolanda,Burns,yolanda.burns@griffin.com,Premium,West,2023-06-20
CUST_000131,Andrea,Daniels,andrea.daniels@cantu-kane.com,Budget,Central,2022-06-01
CUST_000132,Patrick,Chase,patrick.chase@williams-garner.biz,Standard,East,2023-06-08
CUST_000133,Vanessa,Sparks,vanessa.sparks@pollard.net,Standard,Central,2022-08-23
CUST_000134,Martin,Garcia,martin.garcia@garcia-lozano.com,Budget,North,2023-07-06
CUST_000135,Douglas,Pitts,douglas.pitts@jones.com,Standard,East,2024-01-28
CUST_000136,Heather,Santos,heather.santos@phelps-villarreal.biz,Budget,West,2023-08-27
CUST_000137,Courtney,Clay,courtney.clay@brennan-johnson.com,Standard,Central,2022-05-07
CUST_000138,Crystal,Mccall,crystal.mccall@francis.com,Standard,North,2021-12-31
CUST_000139,Cynthia,Brennan,cynthia.brennan@jackson-evans.com,Standard,South,2024-03-27
CUST_000140,Mark,Brown,mark.brown@brooks-thomas.net,Standard,South,2021-03-13
CUST_000141,Ashlee,Sparks,ashlee.sparks@thompson.biz,Budget,South,2022-10-03
CUST_000142,Felicia,Jimenez,felicia.jimenez@thomas.com,Standard,South,2023-08-21
CUST_000143,Albert,Ballard,albert.ballard@byrd-moore.info,Standard,South,2023-11-02
CUST_000144,Vanessa,Evans,vanessa.evans@vaughn-bryant.com,Budget,North,2022-06-21
CUST_000145,Yvonne,Castaneda,yvonne.castaneda@young.com,Budget,North,2021-11-06
CUST_000146,Kenneth,Lyons,kenneth.lyons@spence.biz,Standard,Central,2023-06-12
CUST_000147,Alan,Grimes,alan.grimes@beltran.com,Standard,South,2022-03-03
CUST_000148,Lauren,Lawson,lauren.lawson@robinson-lee.com,Budget,North,2024-04-20
CUST_000149,Karla,Saunders,karla.saunders@massey.com,Standard,West,2023-11-19
CUST_000150,Kristina,Johnson,kristina.johnson@oconnor-davis.com,Standard,North,2022-04-25
CUST_000151,Julie,Thompson,julie.thompson@buchanan.net,Standard,West,2022-05-23
CUST_000152,Robin,Rivas,robin.rivas@sloan-raymond.com,Standard,West,2023-02-19
CUST_000153,Monica,Brock,monica.brock@mccarty-taylor.com,Budget,West,2024-03-05
CUST_000154,Erica,Craig,erica.craig@coffey-ballard.com,Standard,East,2024-08-29
CUST_000155,Krystal,Smith,krystal.smith@martinez.com,Standard,Central,2021-05-21
CUST_000156,Parker,Little,parker.little@rodriguez-hall.com,Budget,South,2023-06-28
CUST_000157,Nicole,Hoffman,nicole.hoffman@walker.com,Premium,West,2023-08-21
CUST_000158,Ricky,Taylor,ricky.taylor@torres.com,Premium,East,2023-10-06
CUST_000159,Jimmy,Medina,jimmy.medina@chavez-santiago.net,Premium,North,2021-05-31
CUST_000160,Brenda,Barber,brenda.barber@pena-bass.org,Budget,West,2022-10-14
CUST_000161,Sheila,Ramirez,sheila.ramirez@wood.com,Standard,Central,2022-09-26
CUST_000162,Tina,Richardson,tina.richardson@howard.com,Standard,Central,2021-06-04
CUST_000163,Madison,Davis,madison.davis@may.com,Standard,East,2024-08-10
CUST_000164,Kristin,Sanchez,kristin.sanchez@buchanan.com,Standard,West,2021-03-20
CUST_000165,Kathy,Clark,kathy.clark@li.com,Premium,South,2024-07-13
CUST_000166,Dylan,Lester,dylan.lester@ramirez.com,Standard,East,2024-04-17
CUST_000167,John,Thompson,john.thompson@delacruz.com,Budget,East,2023-04-20
CUST_000168,Mario,Thompson,mario.thompson@martinez.net,Standard,South,2023-07-04
CUST_000169,Julie,Alvarez,julie.alvarez@palmer-rodriguez.net,Premium,Central,2021-06-26
CUST_000170,Sonia,Williams,sonia.williams@boyd.com,Premium,North,2021-12-11
CUST_000171,Melanie,Simmons,melanie.simmons@henry.com,Standard,North,2023-01-15
CUST_000172,Christopher,Franklin,christopher.franklin@martinez.org,Standard,North,2024-10-28
CUST_000173,Jennifer,James,jennifer.james@schmidt.com,Standard,North,2023-05-02
CUST_000174,Jacqueline,Farrell,jacqueline.farrell@rich.biz,Standard,Central,2024-05-17
CUST_000175,Pamela,Gutierrez,pamela.gutierrez@ross-blair.com,Standard,Central,2022-12-03
CUST_000176,Larry,Scott,larry.scott@mcdaniel.com,Standard,Central,2022-10-25
CUST_000177,Marie,Davis,marie.davis@garner.com,Standard,East,2021-05-22
CUST_000178,Brian,Frye,brian.frye@rivera.biz,Standard,East,2023-05-15
CUST_000179,Ruth,Williams,ruth.williams@burke-bell.org,Budget,North,2024-09-10
CUST_000180,Jason,Douglas,jason.douglas@boone.net,Standard,West,2023-02-28
CUST_000181,Danny,Ramirez,danny.ramirez@aguirre.org,Premium,North,2022-07-25
CUST_000182,Emily,Hawkins,emily.hawkins@hickman.com,Standard,West,2023-08-12
CUST_000183,Jacqueline,Parker,jacqueline.parker@bell-white.com,Standard,South,2022-03-01
CUST_000184,Diane,Jones,diane.jones@schultz.com,Budget,Central,2023-05-30
CUST_000185,Robert,Peterson,robert.peterson@collins-nguyen.org,Standard,North,2022-08-08
CUST_000186,Christopher,Williams,christopher.williams@webster.com,Standard,Central,2023-07-16
CUST_000187,Scott,Coleman,scott.coleman@ramos.com,Standard,South,2022-02-27
CUST_000188,Russell,Campbell,russell.campbell@watkins.com,Budget,West,2022-06-21
CUST_000189,Tracey,Brown,tracey.brown@turner.com,Premium,South,2022-09-07
CUST_000190,Jonathan,Murphy,jonathan.murphy@jimenez.com,Standard,South,2024-04-02
CUST_000191,Omar,Padilla,omar.padilla@hansen.biz,Standard,Central,2021-07-20
CUST_000192,Judy,Graham,judy.graham@morse-atkins.org,Standard,South,2024-08-31
CUST_000193,Ashley,Mckinney,ashley.mckinney@roberts-sullivan.com,Premium,East,2022-10-29
CUST_000194,Laurie,Montgomery,laurie.montgomery@gillespie.com,Budget,West,2021-09-24
CUST_000195,Brianna,Warren,brianna.warren@harrell-reese.com,Standard,West,2022-11-08
CUST_000196,Kimberly,Jones,kimberly.jones@wilson.com,Premium,Central,2022-06-02
CUST_000197,Jessica,Fuentes,jessica.fuentes@young.com,Standard,Central,2022-06-30
CUST_000198,Glenn,Hernandez,glenn.hernandez@jones.info,Standard,North,2021-11-03
CUST_000199,Anne,Riley,anne.riley@glass.org,Budget,South,2024-03-17
CUST_000200,Michelle,Burton,michelle.burton@gonzales.info,Standard,Central,2022-05-18
CUST_000201,Kevin,Hill,kevin.hill@bell.com,Premium,South,2023-09-08
CUST_000202,Shannon,Brown,shannon.brown@jones-lin.com,Premium,South,2022-12-19
CUST_000203,Brooke,Cruz,brooke.cruz@spencer.info,Standard,North,2023-08-14
CUST_000204,Lisa,Pearson,lisa.pearson@jacobs-mason.com,Standard,Central,2024-11-13
CUST_000205,Dale,Nolan,dale.nolan@haas-miller.com,Budget,South,2022-12-01
CUST_000206,John,Kim,john.kim@warren-bishop.com,Standard,East,2021-03-02
CUST_000207,Samantha,Hughes,samantha.hughes@shelton-williams.com,Standard,West,2022-08-03
CUST_000208,Mark,Grant,mark.grant@mitchell-cummings.org,Standard,South,2021-04-13
CUST_000209,Edward,Miller,edward.miller@thomas.biz,Standard,Central,2024-09-18
CUST_000210,Brooke,Hurley,brooke.hurley@hansen-schneider.com,Premium,North,2021-07-20
CUST_000211,David,Warner,david.warner@osborn.biz,Budget,North,2024-06-17
CUST_000212,Michael,Cox,michael.cox@bean.info,Standard,Central,2023-03-01
CUST_000213,Jeremy,Taylor,jeremy.taylor@phillips.net,Budget,East,2021-10-26
CUST_000214,Amber,Rodgers,amber.rodgers@johnson.com,Budget,West,2024-04-12
CUST_000215,Nicholas,Martin,nicholas.martin@wise.info,Standard,Central,2023-07-17
CUST_000216,Robert,Rhodes,robert.rhodes@montes.com,Standard,Central,2021-03-09
CUST_000217,Kaitlyn,Cole,kaitlyn.cole@allen.com,Standard,East,2024-03-14
CUST_000218,Erika,Hudson,erika.hudson@murray-campbell.biz,Premium,North,2022-07-26
CUST_000219,Allison,Burch,allison.burch@solis.com,Standard,West,2023-02-21
CUST_000220,Danielle,Sawyer,danielle.sawyer@villa.com,Budget,Central,2021-03-23
CUST_000221,Christopher,Martin,christopher.martin@whitehead-hernandez.biz,Budget,North,2022-03-19
CUST_000222,Stacey,Walker,stacey.walker@wilkerson-arias.biz,Premium,Central,2021-05-23
CUST_000223,Randy,Brooks,randy.brooks@vang-brooks.com,Budget,West,2021-03-24
CUST_000224,Sarah,Combs,sarah.combs@rogers.info,Standard,West,2022-05-11
CUST_000225,Mariah,Blake,mariah.blake@west-smith.com,Budget,West,2023-12-18
CUST_000226,Jonathan,Conley,jonathan.conley@bentley.com,Standard,Central,2021-01-30
CUST_000227,Kevin,Williams,kevin.williams@fowler-dean.com,Premium,West,2022-01-05
CUST_000228,Mary,Porter,mary.porter@smith.com,Standard,East,2021-06-22
CUST_000229,Ruben,Mendez,ruben.mendez@duncan.com,Standard,Central,2022-03-29
CUST_000230,Theresa,Jones,theresa.jones@stephens.com,Budget,North,2023-03-25
CUST_000231,Morgan,Williams,morgan.williams@zavala-king.com,Premium,Central,2022-08-30
CUST_000232,Kristina,Cooper,kristina.cooper@sandoval.com,Standard,South,2022-07-09
CUST_000233,Bradley,Payne,bradley.payne@thompson.info,Standard,Central,2021-07-27
CUST_000234,Ian,Taylor,ian.taylor@parsons.com,Standard,South,2023-09-09
CUST_000235,James,Williams,james.williams@robertson-hays.net,Budget,North,2024-05-13
CUST_000236,Jon,Mullins,jon.mullins@mitchell.com,Budget,West,2023-01-06
CUST_000237,David,Richardson,david.richardson@paul-kline.biz,Budget,Central,2022-03-01
CUST_000238,Terri,Crawford,terri.crawford@richardson-salinas.com,Standard,North,2022-06-11
CUST_000239,Christopher,Coleman,christopher.coleman@morrison-short.net,Budget,South,2024-05-29
CUST_000240,Manuel,Miller,manuel.miller@phillips.com,Premium,Central,2022-04-02
CUST_000241,Scott,West,scott.west@berg.com,Premium,East,2023-12-08
CUST_000242,Tina,Gould,tina.gould@lambert.com,Standard,Central,2023-09-21
CUST_000243,Laurie,Shelton,laurie.shelton@thomas.info,Standard,West,2023-03-09
CUST_000244,David,Young,david.young@diaz.org,Standard,North,2021-02-24
CUST_000245,Erika,Rush,erika.rush@wallace-jones.com,Standard,West,2021-08-27
CUST_000246,Michael,Edwards,michael.edwards@wright-wilson.com,Standard,East,2023-04-03
CUST_000247,April,Mcintyre,april.mcintyre@green.info,Budget,East,2023-02-15
CUST_000248,Wendy,Mitchell,wendy.mitchell@gonzalez-taylor.com,Standard,East,2021-11-30
CUST_000249,Gerald,Reeves,gerald.reeves@cochran.com,Premium,East,2022-12-04
CUST_000250,Calvin,Daniels,calvin.daniels@york-joseph.com,Standard,South,2024-01-08
CUST_000251,Michael,Walker,michael.walker@conner.info,Standard,South,2024-05-17
CUST_000252,Michael,Armstrong,michael.armstrong@lara-arnold.org,Standard,Central,2021-02-10
CUST_000253,Christopher,Parker,christopher.parker@higgins.org,Budget,North,2024-10-05
CUST_000254,David,Stewart,david.stewart@cole.net,Standard,West,2021-04-25
CUST_000255,David,Calderon,david.calderon@bowman.biz,Budget,West,2022-06-20
CUST_000256,Renee,Brown,renee.brown@holmes.com,Standard,North,2023-02-21
CUST_000257,Marcus,Fletcher,marcus.fletcher@meza-stone.com,Standard,South,2021-09-09
CUST_000258,Christian,Gonzalez,christian.gonzalez@hill.com,Premium,Central,2024-08-07
CUST_000259,Danielle,Vargas,danielle.vargas@moore.org,Premium,Central,2023-02-20
CUST_000260,Megan,Elliott,megan.elliott@miller.org,Premium,Central,2022-06-09
CUST_000261,Debra,Wang,debra.wang@montgomery-johnson.net,Budget,Central,2022-02-16
CUST_000262,Dawn,Turner,dawn.turner@ballard.biz,Standard,East,2022-03-26
CUST_000263,Shawn,Barker,shawn.barker@gonzales.info,Budget,South,2022-04-08
CUST_000264,Matthew,Thomas,matthew.thomas@flores.biz,Standard,North,2021-11-13
CUST_000265,Kathleen,Robertson,kathleen.robertson@flores.com,Standard,North,2021-07-23
CUST_000266,Shannon,Thomas,shannon.thomas@roberts.org,Standard,East,2022-02-20
CUST_000267,John,Grimes,john.grimes@li.com,Budget,North,2022-10-12
CUST_000268,Kathryn,Jimenez,kathryn.jimenez@owens.com,Budget,South,2021-10-22
CUST_000269,William,Levy,william.levy@aguilar.com,Budget,West,2022-09-03
CUST_000270,Troy,Khan,troy.khan@chambers.com,Premium,Central,2022-03-14
CUST_000271,Dennis,Baker,dennis.baker@gallagher-diaz.biz,Standard,West,2022-11-01
CUST_000272,Ashley,Lee,ashley.lee@roberts.net,Standard,South,2021-03-21
CUST_000273,Marcia,Hanson,marcia.hanson@wilson.com,Standard,West,2022-03-11
CUST_000274,Sheila,Fischer,sheila.fischer@morrison.net,Premium,North,2023-05-17
CUST_000275,Brandon,Taylor,brandon.taylor@brock-stone.com,Standard,East,2021-03-04
CUST_000276,Patricia,Taylor,patricia.taylor@flores.com,Standard,North,2023-07-31
CUST_000277,Matthew,Clayton,matthew.clayton@burns.com,Standard,Central,2023-07-12
CUST_000278,Mark,Rodriguez,mark.rodriguez@silva-robles.com,Budget,West,2022-07-27
CUST_000279,Thomas,Coffey,thomas.coffey@lane.com,Standard,Central,2023-07-17
CUST_000280,Cristina,Harvey,cristina.harvey@hernandez-becker.com,Budget,Central,2023-03-26
CUST_000281,Stacy,Rodriguez,stacy.rodriguez@alexander.com,Budget,East,2023-06-09
CUST_000282,Hannah,Jenkins,hannah.jenkins@knapp.com,Standard,North,2022-10-04
CUST_000283,Devin,Clark,devin.clark@bolton-mendoza.biz,Standard,South,2024-01-02
CUST_000284,Sue,Stevens,sue.stevens@peterson.com,Standard,Central,2022-05-03
CUST_000285,Todd,Bernard,todd.bernard@grant-walker.com,Premium,North,2023-08-06
CUST_000286,Keith,Clark,keith.clark@burns.com,Budget,South,2024-04-12
CUST_000287,David,Rhodes,david.rhodes@huang-foster.com,Budget,North,2022-03-24
CUST_000288,Linda,Roberts,linda.roberts@moses-miller.info,Standard,South,2024-04-15
CUST_000289,Jonathan,Mendoza,jonathan.mendoza@clayton.net,Standard,East,2023-10-17
CUST_000290,Joseph,Rodriguez,joseph.rodriguez@matthews.net,Budget,Central,2023-12-18
CUST_000291,Dana,Williams,dana.williams@rivera-kennedy.com,Premium,North,2021-12-17
CUST_000292,Tamara,Spence,tamara.spence@russell.info,Standard,North,2021-01-09
CUST_000293,James,Maynard,james.maynard@mitchell-brown.com,Premium,West,2023-10-08
CUST_000294,Audrey,Nichols,audrey.nichols@jefferson.biz,Budget,Central,2023-10-11
CUST_000295,Mary,Peck,mary.peck@osborn.info,Budget,Central,2024-10-02
CUST_000296,Sharon,Hayden,sharon.hayden@mcdowell-smith.org,Standard,Central,2021-10-17
CUST_000297,Daniel,Bird,daniel.bird@gibson-davidson.net,Budget,South,2023-07-26
CUST_000298,Pamela,Anderson,pamela.anderson@mcdonald.com,Standard,Central,2023-02-07
CUST_000299,Stephen,Scott,stephen.scott@smith.com,Standard,North,2024-02-10
CUST_000300,Emily,Lee,emily.lee@chase.net,Budget,Central,2023-06-02
CUST_000301,Christopher,Caldwell,christopher.caldwell@holden.com,Standard,North,2022-05-25
CUST_000302,Adam,Reyes,adam.reyes@molina-finley.com,Standard,South,2022-01-21
CUST_000303,Jennifer,Smith,jennifer.smith@ward.info,Standard,South,2023-06-24
CUST_000304,Erik,Parks,erik.parks@carrillo.com,Standard,East,2022-04-22
CUST_000305,Christina,Robinson,christina.robinson@mendoza.org,Standard,West,2022-07-25
CUST_000306,Robert,Dunn,robert.dunn@todd-pham.com,Budget,West,2022-08-04
CUST_000307,John,Fischer,john.fischer@fox.com,Standard,East,2024-03-29
CUST_000308,Samantha,Rodriguez,samantha.rodriguez@leach.com,Standard,Central,2021-05-02
CUST_000309,Melissa,Ramos,melissa.ramos@harris.net,Standard,South,2022-05-25
CUST_000310,Lindsey,Chavez,lindsey.chavez@perry.com,Budget,West,2022-11-24
CUST_000311,Andrew,Scott,andrew.scott@reese.com,Budget,South,2024-01-29
CUST_000312,Rodney,Graves,rodney.graves@mcknight.info,Standard,East,2021-03-12
CUST_000313,Justin,White,justin.white@cannon.biz,Premium,South,2021-02-19
CUST_000314,Victoria,Reyes,victoria.reyes@bennett-vega.net,Standard,North,2022-08-05
CUST_000315,Desiree,Bailey,desiree.bailey@haney.net,Budget,West,2021-07-26
CUST_000316,Jessica,Walker,jessica.walker@avila.info,Standard,South,2021-07-17
CUST_000317,Jennifer,Coleman,jennifer.coleman@morrow-wright.com,Budget,Central,2023-11-13
